"","municipio","seccion","casilla","tipo_casilla","padron_electoral","listado_nominal","clasificacion","estrato"
"1241","1. ENSENADA","02_0076","URBANA","C1",555,553,"panistas","1. ENSENADA URBANA panistas"
"1242","1. ENSENADA","02_0077","URBANA","B1",528,527,"panistas","1. ENSENADA URBANA panistas"
"1243","1. ENSENADA","02_0077","URBANA","C1",527,526,"panistas","1. ENSENADA URBANA panistas"
"1244","1. ENSENADA","02_0077","URBANA","S1",0,0,"panistas","1. ENSENADA URBANA panistas"
"1245","1. ENSENADA","02_0078","URBANA","B1",383,383,"indefinidos","1. ENSENADA URBANA indefinidos"
"1246","1. ENSENADA","02_0078","URBANA","C1",383,383,"indefinidos","1. ENSENADA URBANA indefinidos"
"1247","1. ENSENADA","02_0079","URBANA","B1",534,534,"panistas","1. ENSENADA URBANA panistas"
"1248","1. ENSENADA","02_0079","URBANA","C1",533,533,"panistas","1. ENSENADA URBANA panistas"
"1249","1. ENSENADA","02_0080","URBANA","B1",476,476,"panistas","1. ENSENADA URBANA panistas"
"1250","1. ENSENADA","02_0080","URBANA","C1",476,476,"panistas","1. ENSENADA URBANA panistas"
"1251","1. ENSENADA","02_0081","URBANA","B1",413,412,"indefinidos","1. ENSENADA URBANA indefinidos"
"1252","1. ENSENADA","02_0081","URBANA","C1",412,411,"indefinidos","1. ENSENADA URBANA indefinidos"
"1253","1. ENSENADA","02_0082","URBANA","B1",682,681,"indefinidos","1. ENSENADA URBANA indefinidos"
"1254","1. ENSENADA","02_0083","URBANA","B1",591,590,"indefinidos","1. ENSENADA URBANA indefinidos"
"1255","1. ENSENADA","02_0083","URBANA","C1",591,590,"indefinidos","1. ENSENADA URBANA indefinidos"
"1256","1. ENSENADA","02_0084","URBANA","B1",512,512,"indefinidos","1. ENSENADA URBANA indefinidos"
"1257","1. ENSENADA","02_0084","URBANA","C1",511,511,"indefinidos","1. ENSENADA URBANA indefinidos"
"1258","1. ENSENADA","02_0085","URBANA","B1",403,403,"panistas","1. ENSENADA URBANA panistas"
"1259","1. ENSENADA","02_0085","URBANA","C1",403,403,"panistas","1. ENSENADA URBANA panistas"
"1260","1. ENSENADA","02_0086","URBANA","B1",621,621,"panistas","1. ENSENADA URBANA panistas"
"1261","1. ENSENADA","02_0086","URBANA","C1",621,621,"panistas","1. ENSENADA URBANA panistas"
"1262","1. ENSENADA","02_0087","URBANA","B1",614,614,"panistas","1. ENSENADA URBANA panistas"
"1263","1. ENSENADA","02_0087","URBANA","C1",613,613,"panistas","1. ENSENADA URBANA panistas"
"1264","1. ENSENADA","02_0088","URBANA","B1",741,740,"panistas","1. ENSENADA URBANA panistas"
"1265","1. ENSENADA","02_0088","URBANA","C1",741,740,"panistas","1. ENSENADA URBANA panistas"
"1266","1. ENSENADA","02_0088","URBANA","C2",740,740,"panistas","1. ENSENADA URBANA panistas"
"1267","1. ENSENADA","02_0089","URBANA","B1",462,461,"panistas","1. ENSENADA URBANA panistas"
"1268","1. ENSENADA","02_0089","URBANA","C1",461,461,"panistas","1. ENSENADA URBANA panistas"
"1269","1. ENSENADA","02_0090","URBANA","B1",556,555,"panistas","1. ENSENADA URBANA panistas"
"1270","1. ENSENADA","02_0090","URBANA","C1",555,554,"panistas","1. ENSENADA URBANA panistas"
"1271","1. ENSENADA","02_0091","URBANA","B1",422,421,"panistas","1. ENSENADA URBANA panistas"
"1272","1. ENSENADA","02_0091","URBANA","C1",422,421,"panistas","1. ENSENADA URBANA panistas"
"1273","1. ENSENADA","02_0092","URBANA","B1",533,532,"panistas","1. ENSENADA URBANA panistas"
"1274","1. ENSENADA","02_0092","URBANA","C1",533,532,"panistas","1. ENSENADA URBANA panistas"
"1275","1. ENSENADA","02_0093","URBANA","B1",528,527,"panistas","1. ENSENADA URBANA panistas"
"1276","1. ENSENADA","02_0093","URBANA","C1",527,526,"panistas","1. ENSENADA URBANA panistas"
"1277","1. ENSENADA","02_0094","URBANA","B1",732,732,"indefinidos","1. ENSENADA URBANA indefinidos"
"1278","1. ENSENADA","02_0094","URBANA","C1",732,731,"indefinidos","1. ENSENADA URBANA indefinidos"
"1279","1. ENSENADA","02_0095","URBANA","B1",583,582,"indefinidos","1. ENSENADA URBANA indefinidos"
"1280","1. ENSENADA","02_0095","URBANA","C1",583,582,"indefinidos","1. ENSENADA URBANA indefinidos"
"1281","1. ENSENADA","02_0095","URBANA","C2",582,581,"indefinidos","1. ENSENADA URBANA indefinidos"
"1282","1. ENSENADA","02_0096","URBANA","B1",583,583,"indefinidos","1. ENSENADA URBANA indefinidos"
"1283","1. ENSENADA","02_0096","URBANA","C1",583,583,"indefinidos","1. ENSENADA URBANA indefinidos"
"1284","1. ENSENADA","02_0096","URBANA","C2",583,582,"indefinidos","1. ENSENADA URBANA indefinidos"
"1285","1. ENSENADA","02_0097","URBANA","B1",664,663,"indefinidos","1. ENSENADA URBANA indefinidos"
"1286","1. ENSENADA","02_0097","URBANA","C1",664,663,"indefinidos","1. ENSENADA URBANA indefinidos"
"1287","1. ENSENADA","02_0098","URBANA","B1",739,738,"indefinidos","1. ENSENADA URBANA indefinidos"
"1288","1. ENSENADA","02_0098","URBANA","C1",739,738,"indefinidos","1. ENSENADA URBANA indefinidos"
"1289","1. ENSENADA","02_0098","URBANA","C2",738,738,"indefinidos","1. ENSENADA URBANA indefinidos"
"1290","1. ENSENADA","02_0099","URBANA","B1",616,616,"indefinidos","1. ENSENADA URBANA indefinidos"
"1291","1. ENSENADA","02_0099","URBANA","C1",616,615,"indefinidos","1. ENSENADA URBANA indefinidos"
"1292","1. ENSENADA","02_0100","URBANA","B1",730,729,"indefinidos","1. ENSENADA URBANA indefinidos"
"1293","1. ENSENADA","02_0100","URBANA","C1",729,729,"indefinidos","1. ENSENADA URBANA indefinidos"
"1294","1. ENSENADA","02_0101","URBANA","B1",565,564,"indefinidos","1. ENSENADA URBANA indefinidos"
"1295","1. ENSENADA","02_0101","URBANA","C1",564,564,"indefinidos","1. ENSENADA URBANA indefinidos"
"1296","1. ENSENADA","02_0102","URBANA","B1",643,643,"indefinidos","1. ENSENADA URBANA indefinidos"
"1297","1. ENSENADA","02_0102","URBANA","C1",642,642,"indefinidos","1. ENSENADA URBANA indefinidos"
"1298","1. ENSENADA","02_0103","URBANA","B1",605,605,"indefinidos","1. ENSENADA URBANA indefinidos"
"1299","1. ENSENADA","02_0103","URBANA","C1",605,604,"indefinidos","1. ENSENADA URBANA indefinidos"
"1300","1. ENSENADA","02_0104","URBANA","B1",708,706,"indefinidos","1. ENSENADA URBANA indefinidos"
"1301","1. ENSENADA","02_0104","URBANA","C1",707,706,"indefinidos","1. ENSENADA URBANA indefinidos"
"1302","1. ENSENADA","02_0105","URBANA","B1",564,563,"panistas","1. ENSENADA URBANA panistas"
"1303","1. ENSENADA","02_0105","URBANA","C1",563,563,"panistas","1. ENSENADA URBANA panistas"
"1304","1. ENSENADA","02_0105","URBANA","C2",563,563,"panistas","1. ENSENADA URBANA panistas"
"1305","1. ENSENADA","02_0106","URBANA","B1",654,651,"indefinidos","1. ENSENADA URBANA indefinidos"
"1306","1. ENSENADA","02_0106","URBANA","C1",653,651,"indefinidos","1. ENSENADA URBANA indefinidos"
"1307","1. ENSENADA","02_0106","URBANA","C2",653,651,"indefinidos","1. ENSENADA URBANA indefinidos"
"1308","1. ENSENADA","02_0107","URBANA","B1",527,526,"panistas","1. ENSENADA URBANA panistas"
"1309","1. ENSENADA","02_0107","URBANA","C1",527,526,"panistas","1. ENSENADA URBANA panistas"
"1310","1. ENSENADA","02_0107","URBANA","C2",527,526,"panistas","1. ENSENADA URBANA panistas"
"1311","1. ENSENADA","02_0109","URBANA","B1",706,705,"indefinidos","1. ENSENADA URBANA indefinidos"
"1312","1. ENSENADA","02_0109","URBANA","C1",705,705,"indefinidos","1. ENSENADA URBANA indefinidos"
"1313","1. ENSENADA","02_0109","URBANA","C2",705,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1314","1. ENSENADA","02_0109","URBANA","C3",705,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1315","1. ENSENADA","02_0109","URBANA","C4",705,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1316","1. ENSENADA","02_0110","URBANA","B1",643,643,"indefinidos","1. ENSENADA URBANA indefinidos"
"1317","1. ENSENADA","02_0110","URBANA","C1",642,642,"indefinidos","1. ENSENADA URBANA indefinidos"
"1318","1. ENSENADA","02_0111","URBANA","B1",481,481,"panistas","1. ENSENADA URBANA panistas"
"1319","1. ENSENADA","02_0111","URBANA","C1",481,480,"panistas","1. ENSENADA URBANA panistas"
"1320","1. ENSENADA","02_0112","URBANA","B1",440,440,"indefinidos","1. ENSENADA URBANA indefinidos"
"1321","1. ENSENADA","02_0112","URBANA","C1",439,439,"indefinidos","1. ENSENADA URBANA indefinidos"
"1322","1. ENSENADA","02_0113","URBANA","B1",617,615,"indefinidos","1. ENSENADA URBANA indefinidos"
"1323","1. ENSENADA","02_0113","URBANA","C1",616,615,"indefinidos","1. ENSENADA URBANA indefinidos"
"1324","1. ENSENADA","02_0114","URBANA","B1",521,521,"panistas","1. ENSENADA URBANA panistas"
"1325","1. ENSENADA","02_0114","URBANA","C1",521,520,"panistas","1. ENSENADA URBANA panistas"
"1326","1. ENSENADA","02_0114","URBANA","C2",521,520,"panistas","1. ENSENADA URBANA panistas"
"1327","1. ENSENADA","02_0115","URBANA","B1",568,567,"panistas","1. ENSENADA URBANA panistas"
"1328","1. ENSENADA","02_0115","URBANA","C1",568,566,"panistas","1. ENSENADA URBANA panistas"
"1329","1. ENSENADA","02_0115","URBANA","C2",568,566,"panistas","1. ENSENADA URBANA panistas"
"1330","1. ENSENADA","02_0115","URBANA","C3",568,566,"panistas","1. ENSENADA URBANA panistas"
"1331","1. ENSENADA","02_0116","URBANA","B1",666,665,"panistas","1. ENSENADA URBANA panistas"
"1332","1. ENSENADA","02_0116","URBANA","C1",666,665,"panistas","1. ENSENADA URBANA panistas"
"1333","1. ENSENADA","02_0116","URBANA","C2",666,665,"panistas","1. ENSENADA URBANA panistas"
"1334","1. ENSENADA","02_0116","URBANA","C3",665,665,"panistas","1. ENSENADA URBANA panistas"
"1335","1. ENSENADA","02_0116","URBANA","C4",665,664,"panistas","1. ENSENADA URBANA panistas"
"1336","1. ENSENADA","02_0117","URBANA","B1",559,557,"panistas","1. ENSENADA URBANA panistas"
"1337","1. ENSENADA","02_0117","URBANA","C1",558,557,"panistas","1. ENSENADA URBANA panistas"
"1338","1. ENSENADA","02_0117","URBANA","C2",558,556,"panistas","1. ENSENADA URBANA panistas"
"1339","1. ENSENADA","02_0118","URBANA","B1",735,734,"indefinidos","1. ENSENADA URBANA indefinidos"
"1340","1. ENSENADA","02_0118","URBANA","C1",735,734,"indefinidos","1. ENSENADA URBANA indefinidos"
"1341","1. ENSENADA","02_0119","URBANA","B1",618,618,"panistas","1. ENSENADA URBANA panistas"
"1342","1. ENSENADA","02_0119","URBANA","C1",618,617,"panistas","1. ENSENADA URBANA panistas"
"1343","1. ENSENADA","02_0120","URBANA","B1",530,529,"morenistas","1. ENSENADA URBANA morenistas"
"1344","1. ENSENADA","02_0120","URBANA","C1",529,529,"morenistas","1. ENSENADA URBANA morenistas"
"1345","1. ENSENADA","02_0121","URBANA","B1",599,599,"panistas","1. ENSENADA URBANA panistas"
"1346","1. ENSENADA","02_0121","URBANA","C1",599,599,"panistas","1. ENSENADA URBANA panistas"
"1347","1. ENSENADA","02_0121","URBANA","C2",599,598,"panistas","1. ENSENADA URBANA panistas"
"1348","1. ENSENADA","02_0122","URBANA","B1",735,735,"panistas","1. ENSENADA URBANA panistas"
"1349","1. ENSENADA","02_0124","URBANA","B1",599,598,"panistas","1. ENSENADA URBANA panistas"
"1350","1. ENSENADA","02_0124","URBANA","C1",599,598,"panistas","1. ENSENADA URBANA panistas"
"1351","1. ENSENADA","02_0124","URBANA","C2",599,598,"panistas","1. ENSENADA URBANA panistas"
"1352","1. ENSENADA","02_0124","URBANA","C3",599,597,"panistas","1. ENSENADA URBANA panistas"
"1353","1. ENSENADA","02_0125","URBANA","B1",687,685,"indefinidos","1. ENSENADA URBANA indefinidos"
"1354","1. ENSENADA","02_0125","URBANA","C1",686,685,"indefinidos","1. ENSENADA URBANA indefinidos"
"1355","1. ENSENADA","02_0127","URBANA","B1",669,667,"indefinidos","1. ENSENADA URBANA indefinidos"
"1356","1. ENSENADA","02_0127","URBANA","C1",669,666,"indefinidos","1. ENSENADA URBANA indefinidos"
"1357","1. ENSENADA","02_0135","URBANA","B1",593,592,"indefinidos","1. ENSENADA URBANA indefinidos"
"1358","1. ENSENADA","02_0135","URBANA","C1",593,591,"indefinidos","1. ENSENADA URBANA indefinidos"
"1359","1. ENSENADA","02_0136","URBANA","B1",667,667,"indefinidos","1. ENSENADA URBANA indefinidos"
"1360","1. ENSENADA","02_0136","URBANA","C1",667,666,"indefinidos","1. ENSENADA URBANA indefinidos"
"1361","1. ENSENADA","02_0136","URBANA","C2",666,666,"indefinidos","1. ENSENADA URBANA indefinidos"
"1362","1. ENSENADA","02_0137","URBANA","B1",486,485,"indefinidos","1. ENSENADA URBANA indefinidos"
"1363","1. ENSENADA","02_0137","URBANA","C1",485,484,"indefinidos","1. ENSENADA URBANA indefinidos"
"1364","1. ENSENADA","02_0138","URBANA","B1",508,506,"indefinidos","1. ENSENADA URBANA indefinidos"
"1365","1. ENSENADA","02_0138","URBANA","C1",507,505,"indefinidos","1. ENSENADA URBANA indefinidos"
"1366","1. ENSENADA","02_0139","URBANA","B1",645,644,"indefinidos","1. ENSENADA URBANA indefinidos"
"1367","1. ENSENADA","02_0139","URBANA","C1",645,643,"indefinidos","1. ENSENADA URBANA indefinidos"
"1368","1. ENSENADA","02_0139","URBANA","C2",644,643,"indefinidos","1. ENSENADA URBANA indefinidos"
"1369","1. ENSENADA","02_0140","URBANA","B1",723,722,"indefinidos","1. ENSENADA URBANA indefinidos"
"1370","1. ENSENADA","02_0140","URBANA","C1",722,722,"indefinidos","1. ENSENADA URBANA indefinidos"
"1371","1. ENSENADA","02_0140","URBANA","C2",722,721,"indefinidos","1. ENSENADA URBANA indefinidos"
"1372","1. ENSENADA","02_0141","URBANA","B1",565,564,"indefinidos","1. ENSENADA URBANA indefinidos"
"1373","1. ENSENADA","02_0141","URBANA","C1",565,563,"indefinidos","1. ENSENADA URBANA indefinidos"
"1374","1. ENSENADA","02_0141","URBANA","C2",564,563,"indefinidos","1. ENSENADA URBANA indefinidos"
"1375","1. ENSENADA","02_0142","URBANA","B1",706,705,"indefinidos","1. ENSENADA URBANA indefinidos"
"1376","1. ENSENADA","02_0142","URBANA","C1",706,705,"indefinidos","1. ENSENADA URBANA indefinidos"
"1377","1. ENSENADA","02_0142","URBANA","C2",706,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1378","1. ENSENADA","02_0142","URBANA","C3",706,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1379","1. ENSENADA","02_0142","URBANA","C4",705,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1380","1. ENSENADA","02_0142","URBANA","C5",705,704,"indefinidos","1. ENSENADA URBANA indefinidos"
"1381","1. ENSENADA","02_0142","URBANA","E1",673,672,"indefinidos","1. ENSENADA URBANA indefinidos"
"1382","1. ENSENADA","02_0142","URBANA","E1C1",673,672,"indefinidos","1. ENSENADA URBANA indefinidos"
"1383","1. ENSENADA","02_0142","URBANA","E2",565,564,"indefinidos","1. ENSENADA URBANA indefinidos"
"1384","1. ENSENADA","02_0142","URBANA","E2C1",564,564,"indefinidos","1. ENSENADA URBANA indefinidos"
"1385","1. ENSENADA","02_0143","URBANA","B1",657,656,"indefinidos","1. ENSENADA URBANA indefinidos"
"1386","1. ENSENADA","02_0144","URBANA","B1",540,539,"panistas","1. ENSENADA URBANA panistas"
"1387","1. ENSENADA","02_0145","URBANA","B1",740,738,"indefinidos","1. ENSENADA URBANA indefinidos"
"1388","1. ENSENADA","02_0145","URBANA","C1",739,737,"indefinidos","1. ENSENADA URBANA indefinidos"
"1389","1. ENSENADA","02_0146","URBANA","B1",642,641,"indefinidos","1. ENSENADA URBANA indefinidos"
"1390","1. ENSENADA","02_0146","URBANA","C1",642,640,"indefinidos","1. ENSENADA URBANA indefinidos"
"1391","1. ENSENADA","02_0147","URBANA","B1",624,624,"indefinidos","1. ENSENADA URBANA indefinidos"
"1392","1. ENSENADA","02_0147","URBANA","C1",623,623,"indefinidos","1. ENSENADA URBANA indefinidos"
"1393","1. ENSENADA","02_0148","URBANA","B1",751,748,"morenistas","1. ENSENADA URBANA morenistas"
"1394","1. ENSENADA","02_0148","URBANA","C1",751,748,"morenistas","1. ENSENADA URBANA morenistas"
"1395","1. ENSENADA","02_0148","URBANA","C2",750,747,"morenistas","1. ENSENADA URBANA morenistas"
"1396","6. SAN QUINTIN","02_0149","URBANA","B1",664,662,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1397","6. SAN QUINTIN","02_0149","URBANA","C1",664,662,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1398","6. SAN QUINTIN","02_0149","URBANA","C2",664,662,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1399","6. SAN QUINTIN","02_0149","URBANA","C3",664,661,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1400","6. SAN QUINTIN","02_0150","URBANA","B1",558,557,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1401","6. SAN QUINTIN","02_0150","URBANA","C1",557,556,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1402","6. SAN QUINTIN","02_0151","URBANA","B1",640,638,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1403","6. SAN QUINTIN","02_0151","URBANA","C1",640,637,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1404","6. SAN QUINTIN","02_0151","URBANA","C2",639,637,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1405","6. SAN QUINTIN","02_0151","URBANA","C3",639,637,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1406","6. SAN QUINTIN","02_0152","URBANA","B1",612,611,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1407","6. SAN QUINTIN","02_0152","URBANA","C1",612,611,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1408","6. SAN QUINTIN","02_0152","URBANA","C2",612,611,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1409","6. SAN QUINTIN","02_0152","URBANA","C3",611,611,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1410","6. SAN QUINTIN","02_0152","URBANA","S1",0,0,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1411","6. SAN QUINTIN","02_0153","URBANA","B1",730,729,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1412","6. SAN QUINTIN","02_0153","URBANA","C1",729,728,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1413","6. SAN QUINTIN","02_0153","URBANA","C2",729,728,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1414","6. SAN QUINTIN","02_0153","URBANA","C3",729,728,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1415","6. SAN QUINTIN","02_0153","URBANA","C4",729,728,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1416","6. SAN QUINTIN","02_0154","URBANA","B1",604,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1417","6. SAN QUINTIN","02_0154","URBANA","C1",604,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1418","6. SAN QUINTIN","02_0154","URBANA","C2",603,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1419","6. SAN QUINTIN","02_0155","URBANA","B1",649,645,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1420","6. SAN QUINTIN","02_0156","URBANA","B1",617,615,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1421","6. SAN QUINTIN","02_0156","URBANA","C1",617,615,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1422","6. SAN QUINTIN","02_0157","URBANA","B1",530,528,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1423","6. SAN QUINTIN","02_0157","URBANA","C1",529,527,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1424","6. SAN QUINTIN","02_0158","URBANA","B1",604,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1425","6. SAN QUINTIN","02_0158","URBANA","C1",604,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1426","6. SAN QUINTIN","02_0158","URBANA","C2",603,603,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1427","6. SAN QUINTIN","02_0158","URBANA","C3",603,602,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1428","6. SAN QUINTIN","02_0158","URBANA","C4",603,602,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1429","6. SAN QUINTIN","02_0159","URBANA","B1",432,430,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1430","6. SAN QUINTIN","02_0159","URBANA","C1",432,430,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1431","6. SAN QUINTIN","02_0160","URBANA","B1",549,548,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1432","6. SAN QUINTIN","02_0160","URBANA","C1",548,548,"indefinidos","6. SAN QUINTIN URBANA indefinidos"
"1433","6. SAN QUINTIN","02_0161","URBANA","B1",691,688,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1434","6. SAN QUINTIN","02_0161","URBANA","C1",691,688,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1435","6. SAN QUINTIN","02_0161","URBANA","S1",0,0,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1436","6. SAN QUINTIN","02_0162","URBANA","B1",501,501,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1437","6. SAN QUINTIN","02_0162","URBANA","C1",501,500,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1438","6. SAN QUINTIN","02_0162","URBANA","C2",501,500,"morenistas","6. SAN QUINTIN URBANA morenistas"
"1439","1. ENSENADA","02_0163","URBANA","B1",443,442,"indefinidos","1. ENSENADA URBANA indefinidos"
"1440","1. ENSENADA","02_0164","URBANA","B1",460,460,"panistas","1. ENSENADA URBANA panistas"
"1441","1. ENSENADA","02_0165","URBANA","B1",282,282,"morenistas","1. ENSENADA URBANA morenistas"
"1442","1. ENSENADA","02_0177","NO URBANA","B1",431,431,"morenistas","1. ENSENADA NO URBANA morenistas"
"1443","1. ENSENADA","02_0177","NO URBANA","C1",431,431,"morenistas","1. ENSENADA NO URBANA morenistas"
"1444","1. ENSENADA","02_0178","NO URBANA","B1",703,702,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1445","1. ENSENADA","02_0178","NO URBANA","C1",702,702,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1446","1. ENSENADA","02_0178","NO URBANA","C2",702,702,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1447","1. ENSENADA","02_0178","NO URBANA","C3",702,702,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1448","1. ENSENADA","02_0178","NO URBANA","C4",702,702,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1449","1. ENSENADA","02_0178","NO URBANA","C5",702,701,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1450","1. ENSENADA","02_0178","NO URBANA","C6",702,701,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1451","1. ENSENADA","02_0178","NO URBANA","C7",702,701,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1452","1. ENSENADA","02_0178","NO URBANA","C8",702,701,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1453","1. ENSENADA","02_0179","NO URBANA","B1",574,571,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1454","1. ENSENADA","02_0180","NO URBANA","B1",561,561,"morenistas","1. ENSENADA NO URBANA morenistas"
"1455","1. ENSENADA","02_0180","NO URBANA","E1",461,459,"morenistas","1. ENSENADA NO URBANA morenistas"
"1456","1. ENSENADA","02_0181","NO URBANA","B1",725,723,"morenistas","1. ENSENADA NO URBANA morenistas"
"1457","1. ENSENADA","02_0181","NO URBANA","C1",724,722,"morenistas","1. ENSENADA NO URBANA morenistas"
"1458","1. ENSENADA","02_0182","NO URBANA","B1",709,709,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1459","1. ENSENADA","02_0183","NO URBANA","B1",653,652,"panistas","1. ENSENADA NO URBANA panistas"
"1460","1. ENSENADA","02_0183","NO URBANA","C1",652,651,"panistas","1. ENSENADA NO URBANA panistas"
"1461","1. ENSENADA","02_0184","NO URBANA","B1",266,266,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1462","1. ENSENADA","02_0185","NO URBANA","B1",731,730,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1463","1. ENSENADA","02_0185","NO URBANA","C1",731,730,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1464","1. ENSENADA","02_0185","NO URBANA","C2",731,730,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1465","1. ENSENADA","02_0185","NO URBANA","C3",731,730,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1466","1. ENSENADA","02_0185","NO URBANA","C4",731,729,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1467","1. ENSENADA","02_0185","NO URBANA","C5",731,729,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1468","1. ENSENADA","02_0185","NO URBANA","E1",646,643,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1469","1. ENSENADA","02_0185","NO URBANA","E2",385,383,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1470","1. ENSENADA","02_0185","NO URBANA","E2C1",384,383,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1471","1. ENSENADA","02_0185","NO URBANA","E3",387,387,"indefinidos","1. ENSENADA NO URBANA indefinidos"
"1472","6. SAN QUINTIN","02_0186","NO URBANA","B1",723,722,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1473","6. SAN QUINTIN","02_0186","NO URBANA","C1",723,722,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1474","6. SAN QUINTIN","02_0186","NO URBANA","C2",723,722,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1475","6. SAN QUINTIN","02_0186","NO URBANA","C3",723,722,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1476","6. SAN QUINTIN","02_0186","NO URBANA","C4",723,721,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1477","6. SAN QUINTIN","02_0186","NO URBANA","C5",723,721,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1478","6. SAN QUINTIN","02_0186","NO URBANA","E1",623,620,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1479","6. SAN QUINTIN","02_0186","NO URBANA","E1C1",622,619,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1480","6. SAN QUINTIN","02_0186","NO URBANA","E2",384,383,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1481","6. SAN QUINTIN","02_0186","NO URBANA","E2C1",383,382,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1482","6. SAN QUINTIN","02_0187","NO URBANA","B1",731,730,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1483","6. SAN QUINTIN","02_0187","NO URBANA","C1",731,729,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1484","6. SAN QUINTIN","02_0187","NO URBANA","C2",731,729,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
"1485","6. SAN QUINTIN","02_0187","NO URBANA","C3",731,729,"morenistas","6. SAN QUINTIN NO URBANA morenistas"
