"","municipio","seccion","casilla","tipo_casilla","padron_electoral","listado_nominal","clasificacion","estrato"
"4191","1. ENSENADA","02_1981","URBANA","C4",632,632,"indefinidos","1. ENSENADA URBANA indefinidos"
"4192","1. ENSENADA","02_1982","URBANA","B1",721,717,"indefinidos","1. ENSENADA URBANA indefinidos"
"4193","1. ENSENADA","02_1982","URBANA","C1",721,717,"indefinidos","1. ENSENADA URBANA indefinidos"
"4194","1. ENSENADA","02_1982","URBANA","C2",720,717,"indefinidos","1. ENSENADA URBANA indefinidos"
"4195","1. ENSENADA","02_2140","URBANA","B1",738,736,"indefinidos","1. ENSENADA URBANA indefinidos"
"4196","1. ENSENADA","02_2140","URBANA","C1",737,736,"indefinidos","1. ENSENADA URBANA indefinidos"
"4197","1. ENSENADA","02_2140","URBANA","C2",737,735,"indefinidos","1. ENSENADA URBANA indefinidos"
"4198","1. ENSENADA","02_2141","URBANA","B1",687,686,"indefinidos","1. ENSENADA URBANA indefinidos"
"4199","1. ENSENADA","02_2141","URBANA","C1",686,686,"indefinidos","1. ENSENADA URBANA indefinidos"
"4200","1. ENSENADA","02_2141","URBANA","C2",686,686,"indefinidos","1. ENSENADA URBANA indefinidos"
"4201","1. ENSENADA","02_2142","URBANA","B1",750,748,"indefinidos","1. ENSENADA URBANA indefinidos"
"4202","1. ENSENADA","02_2142","URBANA","C1",749,748,"indefinidos","1. ENSENADA URBANA indefinidos"
"4203","1. ENSENADA","02_2142","URBANA","C2",749,748,"indefinidos","1. ENSENADA URBANA indefinidos"
"4204","1. ENSENADA","02_2142","URBANA","C3",749,747,"indefinidos","1. ENSENADA URBANA indefinidos"
"4205","1. ENSENADA","02_2143","URBANA","B1",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4206","1. ENSENADA","02_2143","URBANA","C1",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4207","1. ENSENADA","02_2143","URBANA","C2",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4208","1. ENSENADA","02_2144","URBANA","B1",700,700,"indefinidos","1. ENSENADA URBANA indefinidos"
"4209","1. ENSENADA","02_2144","URBANA","C1",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4210","1. ENSENADA","02_2144","URBANA","C2",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4211","1. ENSENADA","02_2144","URBANA","C3",700,699,"indefinidos","1. ENSENADA URBANA indefinidos"
"4212","1. ENSENADA","02_2145","URBANA","B1",734,733,"indefinidos","1. ENSENADA URBANA indefinidos"
"4213","1. ENSENADA","02_2145","URBANA","C1",734,733,"indefinidos","1. ENSENADA URBANA indefinidos"
"4214","1. ENSENADA","02_2145","URBANA","C2",734,733,"indefinidos","1. ENSENADA URBANA indefinidos"
"4215","1. ENSENADA","02_2145","URBANA","C3",733,733,"indefinidos","1. ENSENADA URBANA indefinidos"
"4216","1. ENSENADA","02_2146","URBANA","B1",710,709,"indefinidos","1. ENSENADA URBANA indefinidos"
"4217","1. ENSENADA","02_2146","URBANA","C1",710,709,"indefinidos","1. ENSENADA URBANA indefinidos"
"4218","1. ENSENADA","02_2146","URBANA","C2",710,708,"indefinidos","1. ENSENADA URBANA indefinidos"
"4219","1. ENSENADA","02_2146","URBANA","C3",710,708,"indefinidos","1. ENSENADA URBANA indefinidos"
"4220","4. TIJUANA","02_0999","URBANA","B1",508,508,"panistas","4. TIJUANA URBANA panistas"
"4221","4. TIJUANA","02_0999","URBANA","C1",508,507,"panistas","4. TIJUANA URBANA panistas"
"4222","4. TIJUANA","02_0999","URBANA","C2",508,507,"panistas","4. TIJUANA URBANA panistas"
"4223","4. TIJUANA","02_0999","URBANA","E1",483,483,"panistas","4. TIJUANA URBANA panistas"
"4224","4. TIJUANA","02_0999","URBANA","E1C1",483,482,"panistas","4. TIJUANA URBANA panistas"
"4225","4. TIJUANA","02_1002","URBANA","B1",608,608,"panistas","4. TIJUANA URBANA panistas"
"4226","4. TIJUANA","02_1002","URBANA","C1",608,608,"panistas","4. TIJUANA URBANA panistas"
"4227","4. TIJUANA","02_1003","URBANA","B1",597,596,"panistas","4. TIJUANA URBANA panistas"
"4228","4. TIJUANA","02_1003","URBANA","C1",596,596,"panistas","4. TIJUANA URBANA panistas"
"4229","4. TIJUANA","02_1004","URBANA","B1",490,490,"panistas","4. TIJUANA URBANA panistas"
"4230","4. TIJUANA","02_1004","URBANA","C1",490,490,"panistas","4. TIJUANA URBANA panistas"
"4231","4. TIJUANA","02_1005","URBANA","B1",740,739,"indefinidos","4. TIJUANA URBANA indefinidos"
"4232","4. TIJUANA","02_1005","URBANA","C1",739,738,"indefinidos","4. TIJUANA URBANA indefinidos"
"4233","4. TIJUANA","02_1006","URBANA","B1",438,438,"panistas","4. TIJUANA URBANA panistas"
"4234","4. TIJUANA","02_1006","URBANA","C1",437,437,"panistas","4. TIJUANA URBANA panistas"
"4235","4. TIJUANA","02_1007","URBANA","B1",505,505,"indefinidos","4. TIJUANA URBANA indefinidos"
"4236","4. TIJUANA","02_1007","URBANA","C1",505,505,"indefinidos","4. TIJUANA URBANA indefinidos"
"4237","4. TIJUANA","02_1008","URBANA","B1",697,696,"panistas","4. TIJUANA URBANA panistas"
"4238","4. TIJUANA","02_1009","URBANA","B1",531,531,"panistas","4. TIJUANA URBANA panistas"
"4239","4. TIJUANA","02_1009","URBANA","C1",530,530,"panistas","4. TIJUANA URBANA panistas"
"4240","4. TIJUANA","02_1010","URBANA","B1",656,656,"indefinidos","4. TIJUANA URBANA indefinidos"
"4241","4. TIJUANA","02_1011","URBANA","B1",666,665,"morenistas","4. TIJUANA URBANA morenistas"
"4242","4. TIJUANA","02_1011","URBANA","C1",666,665,"morenistas","4. TIJUANA URBANA morenistas"
"4243","4. TIJUANA","02_1011","URBANA","C2",665,665,"morenistas","4. TIJUANA URBANA morenistas"
"4244","4. TIJUANA","02_1012","URBANA","B1",405,405,"indefinidos","4. TIJUANA URBANA indefinidos"
"4245","4. TIJUANA","02_1012","URBANA","C1",405,405,"indefinidos","4. TIJUANA URBANA indefinidos"
"4246","4. TIJUANA","02_1013","URBANA","B1",544,543,"indefinidos","4. TIJUANA URBANA indefinidos"
"4247","4. TIJUANA","02_1013","URBANA","C1",543,542,"indefinidos","4. TIJUANA URBANA indefinidos"
"4248","4. TIJUANA","02_1013","URBANA","C2",543,542,"indefinidos","4. TIJUANA URBANA indefinidos"
"4249","4. TIJUANA","02_1030","URBANA","B1",619,617,"indefinidos","4. TIJUANA URBANA indefinidos"
"4250","4. TIJUANA","02_1030","URBANA","C1",619,617,"indefinidos","4. TIJUANA URBANA indefinidos"
"4251","4. TIJUANA","02_1030","URBANA","E1",581,580,"indefinidos","4. TIJUANA URBANA indefinidos"
"4252","4. TIJUANA","02_1030","URBANA","E1C1",580,579,"indefinidos","4. TIJUANA URBANA indefinidos"
"4253","4. TIJUANA","02_1032","URBANA","B1",734,734,"panistas","4. TIJUANA URBANA panistas"
"4254","4. TIJUANA","02_1033","URBANA","B1",546,546,"indefinidos","4. TIJUANA URBANA indefinidos"
"4255","4. TIJUANA","02_1033","URBANA","C1",546,546,"indefinidos","4. TIJUANA URBANA indefinidos"
"4256","4. TIJUANA","02_1034","URBANA","B1",689,688,"morenistas","4. TIJUANA URBANA morenistas"
"4257","4. TIJUANA","02_1034","URBANA","C1",688,688,"morenistas","4. TIJUANA URBANA morenistas"
"4258","4. TIJUANA","02_1034","URBANA","C2",688,688,"morenistas","4. TIJUANA URBANA morenistas"
"4259","4. TIJUANA","02_1035","URBANA","B1",389,387,"panistas","4. TIJUANA URBANA panistas"
"4260","4. TIJUANA","02_1035","URBANA","C1",388,386,"panistas","4. TIJUANA URBANA panistas"
"4261","4. TIJUANA","02_1036","URBANA","B1",431,430,"indefinidos","4. TIJUANA URBANA indefinidos"
"4262","4. TIJUANA","02_1036","URBANA","C1",431,430,"indefinidos","4. TIJUANA URBANA indefinidos"
"4263","4. TIJUANA","02_1037","URBANA","B1",498,498,"morenistas","4. TIJUANA URBANA morenistas"
"4264","4. TIJUANA","02_1037","URBANA","C1",498,498,"morenistas","4. TIJUANA URBANA morenistas"
"4265","4. TIJUANA","02_1169","URBANA","B1",664,664,"indefinidos","4. TIJUANA URBANA indefinidos"
"4266","4. TIJUANA","02_1169","URBANA","C1",664,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4267","4. TIJUANA","02_1169","URBANA","C2",664,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4268","4. TIJUANA","02_1169","URBANA","C3",663,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4269","4. TIJUANA","02_1169","URBANA","C4",663,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4270","4. TIJUANA","02_1169","URBANA","C5",663,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4271","4. TIJUANA","02_1170","URBANA","B1",664,664,"indefinidos","4. TIJUANA URBANA indefinidos"
"4272","4. TIJUANA","02_1170","URBANA","C1",663,663,"indefinidos","4. TIJUANA URBANA indefinidos"
"4273","4. TIJUANA","02_1171","URBANA","B1",706,705,"indefinidos","4. TIJUANA URBANA indefinidos"
"4274","4. TIJUANA","02_1171","URBANA","C1",706,705,"indefinidos","4. TIJUANA URBANA indefinidos"
"4275","4. TIJUANA","02_1171","URBANA","C2",705,705,"indefinidos","4. TIJUANA URBANA indefinidos"
"4276","4. TIJUANA","02_1171","URBANA","C3",705,705,"indefinidos","4. TIJUANA URBANA indefinidos"
"4277","4. TIJUANA","02_1172","URBANA","B1",433,433,"indefinidos","4. TIJUANA URBANA indefinidos"
"4278","4. TIJUANA","02_1172","URBANA","C1",433,432,"indefinidos","4. TIJUANA URBANA indefinidos"
"4279","4. TIJUANA","02_1176","URBANA","B1",390,389,"indefinidos","4. TIJUANA URBANA indefinidos"
"4280","4. TIJUANA","02_1176","URBANA","C1",389,388,"indefinidos","4. TIJUANA URBANA indefinidos"
"4281","4. TIJUANA","02_1181","URBANA","B1",656,655,"indefinidos","4. TIJUANA URBANA indefinidos"
"4282","4. TIJUANA","02_1181","URBANA","C1",655,654,"indefinidos","4. TIJUANA URBANA indefinidos"
"4283","4. TIJUANA","02_1183","URBANA","B1",582,581,"morenistas","4. TIJUANA URBANA morenistas"
"4284","4. TIJUANA","02_1183","URBANA","C1",581,581,"morenistas","4. TIJUANA URBANA morenistas"
"4285","4. TIJUANA","02_1183","URBANA","C2",581,581,"morenistas","4. TIJUANA URBANA morenistas"
"4286","4. TIJUANA","02_1183","URBANA","C3",581,580,"morenistas","4. TIJUANA URBANA morenistas"
"4287","4. TIJUANA","02_1184","URBANA","B1",635,634,"morenistas","4. TIJUANA URBANA morenistas"
"4288","4. TIJUANA","02_1184","URBANA","C1",635,634,"morenistas","4. TIJUANA URBANA morenistas"
"4289","4. TIJUANA","02_1184","URBANA","C2",634,634,"morenistas","4. TIJUANA URBANA morenistas"
"4290","4. TIJUANA","02_1184","URBANA","C3",634,634,"morenistas","4. TIJUANA URBANA morenistas"
"4291","4. TIJUANA","02_1185","URBANA","B1",697,696,"morenistas","4. TIJUANA URBANA morenistas"
"4292","4. TIJUANA","02_1185","URBANA","C1",696,696,"morenistas","4. TIJUANA URBANA morenistas"
"4293","4. TIJUANA","02_1185","URBANA","C2",696,695,"morenistas","4. TIJUANA URBANA morenistas"
"4294","4. TIJUANA","02_1186","URBANA","B1",623,623,"morenistas","4. TIJUANA URBANA morenistas"
"4295","4. TIJUANA","02_1186","URBANA","C1",623,622,"morenistas","4. TIJUANA URBANA morenistas"
"4296","4. TIJUANA","02_1186","URBANA","C2",623,622,"morenistas","4. TIJUANA URBANA morenistas"
"4297","4. TIJUANA","02_1186","URBANA","C3",623,622,"morenistas","4. TIJUANA URBANA morenistas"
"4298","4. TIJUANA","02_1186","URBANA","C4",622,622,"morenistas","4. TIJUANA URBANA morenistas"
"4299","4. TIJUANA","02_1187","URBANA","B1",736,735,"indefinidos","4. TIJUANA URBANA indefinidos"
"4300","4. TIJUANA","02_1187","URBANA","C1",735,735,"indefinidos","4. TIJUANA URBANA indefinidos"
"4301","4. TIJUANA","02_1187","URBANA","C2",735,735,"indefinidos","4. TIJUANA URBANA indefinidos"
"4302","4. TIJUANA","02_1187","URBANA","C3",735,735,"indefinidos","4. TIJUANA URBANA indefinidos"
"4303","4. TIJUANA","02_1188","URBANA","B1",549,548,"indefinidos","4. TIJUANA URBANA indefinidos"
"4304","4. TIJUANA","02_1188","URBANA","C1",549,547,"indefinidos","4. TIJUANA URBANA indefinidos"
"4305","4. TIJUANA","02_1188","URBANA","C2",549,547,"indefinidos","4. TIJUANA URBANA indefinidos"
"4306","4. TIJUANA","02_1190","URBANA","B1",660,659,"morenistas","4. TIJUANA URBANA morenistas"
"4307","4. TIJUANA","02_1190","URBANA","C1",659,659,"morenistas","4. TIJUANA URBANA morenistas"
"4308","4. TIJUANA","02_1190","URBANA","C2",659,659,"morenistas","4. TIJUANA URBANA morenistas"
"4309","4. TIJUANA","02_1190","URBANA","C3",659,658,"morenistas","4. TIJUANA URBANA morenistas"
"4310","4. TIJUANA","02_1191","URBANA","B1",660,660,"morenistas","4. TIJUANA URBANA morenistas"
"4311","4. TIJUANA","02_1191","URBANA","C1",660,659,"morenistas","4. TIJUANA URBANA morenistas"
"4312","4. TIJUANA","02_1191","URBANA","C2",659,659,"morenistas","4. TIJUANA URBANA morenistas"
"4313","4. TIJUANA","02_1192","URBANA","B1",693,693,"morenistas","4. TIJUANA URBANA morenistas"
"4314","4. TIJUANA","02_1192","URBANA","C1",693,693,"morenistas","4. TIJUANA URBANA morenistas"
"4315","4. TIJUANA","02_1192","URBANA","C2",693,693,"morenistas","4. TIJUANA URBANA morenistas"
"4316","4. TIJUANA","02_1192","URBANA","C3",692,692,"morenistas","4. TIJUANA URBANA morenistas"
"4317","4. TIJUANA","02_1193","URBANA","B1",573,573,"indefinidos","4. TIJUANA URBANA indefinidos"
"4318","4. TIJUANA","02_1193","URBANA","C1",573,573,"indefinidos","4. TIJUANA URBANA indefinidos"
"4319","4. TIJUANA","02_1195","URBANA","B1",718,718,"morenistas","4. TIJUANA URBANA morenistas"
"4320","4. TIJUANA","02_1195","URBANA","C1",718,718,"morenistas","4. TIJUANA URBANA morenistas"
"4321","4. TIJUANA","02_1195","URBANA","C2",718,717,"morenistas","4. TIJUANA URBANA morenistas"
"4322","4. TIJUANA","02_1197","URBANA","B1",708,706,"morenistas","4. TIJUANA URBANA morenistas"
"4323","4. TIJUANA","02_1197","URBANA","C1",708,705,"morenistas","4. TIJUANA URBANA morenistas"
"4324","4. TIJUANA","02_1198","URBANA","B1",664,664,"morenistas","4. TIJUANA URBANA morenistas"
"4325","4. TIJUANA","02_1198","URBANA","C1",664,663,"morenistas","4. TIJUANA URBANA morenistas"
"4326","4. TIJUANA","02_1198","URBANA","C2",664,663,"morenistas","4. TIJUANA URBANA morenistas"
"4327","4. TIJUANA","02_1198","URBANA","C3",664,663,"morenistas","4. TIJUANA URBANA morenistas"
"4328","4. TIJUANA","02_1199","URBANA","B1",638,637,"indefinidos","4. TIJUANA URBANA indefinidos"
"4329","4. TIJUANA","02_1199","URBANA","C1",637,637,"indefinidos","4. TIJUANA URBANA indefinidos"
"4330","4. TIJUANA","02_1200","URBANA","B1",693,692,"morenistas","4. TIJUANA URBANA morenistas"
"4331","4. TIJUANA","02_1200","URBANA","C1",693,692,"morenistas","4. TIJUANA URBANA morenistas"
"4332","4. TIJUANA","02_1200","URBANA","C2",692,692,"morenistas","4. TIJUANA URBANA morenistas"
"4333","4. TIJUANA","02_1201","URBANA","B1",628,627,"morenistas","4. TIJUANA URBANA morenistas"
"4334","4. TIJUANA","02_1201","URBANA","C1",627,627,"morenistas","4. TIJUANA URBANA morenistas"
"4335","4. TIJUANA","02_1201","URBANA","C2",627,626,"morenistas","4. TIJUANA URBANA morenistas"
"4336","4. TIJUANA","02_1201","URBANA","C3",627,626,"morenistas","4. TIJUANA URBANA morenistas"
"4337","4. TIJUANA","02_1201","URBANA","C4",627,626,"morenistas","4. TIJUANA URBANA morenistas"
"4338","4. TIJUANA","02_1204","URBANA","B1",712,711,"indefinidos","4. TIJUANA URBANA indefinidos"
"4339","4. TIJUANA","02_1204","URBANA","C1",712,711,"indefinidos","4. TIJUANA URBANA indefinidos"
"4340","4. TIJUANA","02_1204","URBANA","C2",711,711,"indefinidos","4. TIJUANA URBANA indefinidos"
"4341","4. TIJUANA","02_1204","URBANA","S1",0,0,"indefinidos","4. TIJUANA URBANA indefinidos"
"4342","4. TIJUANA","02_1206","URBANA","B1",553,552,"indefinidos","4. TIJUANA URBANA indefinidos"
"4343","4. TIJUANA","02_1206","URBANA","C1",553,552,"indefinidos","4. TIJUANA URBANA indefinidos"
"4344","4. TIJUANA","02_1207","URBANA","B1",464,463,"morenistas","4. TIJUANA URBANA morenistas"
"4345","4. TIJUANA","02_1208","URBANA","B1",426,426,"indefinidos","4. TIJUANA URBANA indefinidos"
"4346","4. TIJUANA","02_1208","URBANA","C1",425,425,"indefinidos","4. TIJUANA URBANA indefinidos"
"4347","4. TIJUANA","02_1209","URBANA","B1",618,617,"morenistas","4. TIJUANA URBANA morenistas"
"4348","4. TIJUANA","02_1209","URBANA","C1",618,617,"morenistas","4. TIJUANA URBANA morenistas"
"4349","4. TIJUANA","02_1209","URBANA","C2",618,617,"morenistas","4. TIJUANA URBANA morenistas"
"4350","4. TIJUANA","02_1209","URBANA","C3",618,617,"morenistas","4. TIJUANA URBANA morenistas"
"4351","4. TIJUANA","02_1209","URBANA","C4",617,616,"morenistas","4. TIJUANA URBANA morenistas"
"4352","4. TIJUANA","02_1210","URBANA","B1",682,681,"morenistas","4. TIJUANA URBANA morenistas"
"4353","4. TIJUANA","02_1210","URBANA","C1",681,681,"morenistas","4. TIJUANA URBANA morenistas"
"4354","4. TIJUANA","02_1210","URBANA","C2",681,681,"morenistas","4. TIJUANA URBANA morenistas"
"4355","4. TIJUANA","02_1211","URBANA","B1",620,620,"indefinidos","4. TIJUANA URBANA indefinidos"
"4356","4. TIJUANA","02_1211","URBANA","C1",619,619,"indefinidos","4. TIJUANA URBANA indefinidos"
"4357","4. TIJUANA","02_1212","URBANA","B1",679,679,"morenistas","4. TIJUANA URBANA morenistas"
"4358","4. TIJUANA","02_1212","URBANA","C1",679,678,"morenistas","4. TIJUANA URBANA morenistas"
"4359","4. TIJUANA","02_1212","URBANA","C2",679,678,"morenistas","4. TIJUANA URBANA morenistas"
"4360","4. TIJUANA","02_1213","URBANA","B1",673,672,"indefinidos","4. TIJUANA URBANA indefinidos"
"4361","4. TIJUANA","02_1213","URBANA","C1",673,672,"indefinidos","4. TIJUANA URBANA indefinidos"
"4362","4. TIJUANA","02_1214","URBANA","B1",609,608,"indefinidos","4. TIJUANA URBANA indefinidos"
"4363","4. TIJUANA","02_1214","URBANA","C1",609,608,"indefinidos","4. TIJUANA URBANA indefinidos"
"4364","4. TIJUANA","02_1214","URBANA","C2",608,608,"indefinidos","4. TIJUANA URBANA indefinidos"
"4365","4. TIJUANA","02_1214","URBANA","C3",608,608,"indefinidos","4. TIJUANA URBANA indefinidos"
"4366","4. TIJUANA","02_1214","URBANA","C4",608,607,"indefinidos","4. TIJUANA URBANA indefinidos"
"4367","4. TIJUANA","02_1215","URBANA","B1",631,630,"indefinidos","4. TIJUANA URBANA indefinidos"
"4368","4. TIJUANA","02_1215","URBANA","C1",630,630,"indefinidos","4. TIJUANA URBANA indefinidos"
"4369","4. TIJUANA","02_1216","URBANA","B1",720,718,"morenistas","4. TIJUANA URBANA morenistas"
"4370","4. TIJUANA","02_1216","URBANA","C1",719,718,"morenistas","4. TIJUANA URBANA morenistas"
"4371","4. TIJUANA","02_1217","URBANA","B1",629,628,"indefinidos","4. TIJUANA URBANA indefinidos"
"4372","4. TIJUANA","02_1217","URBANA","C1",628,628,"indefinidos","4. TIJUANA URBANA indefinidos"
"4373","4. TIJUANA","02_1217","URBANA","C2",628,628,"indefinidos","4. TIJUANA URBANA indefinidos"
"4374","4. TIJUANA","02_1218","URBANA","B1",666,665,"indefinidos","4. TIJUANA URBANA indefinidos"
"4375","4. TIJUANA","02_1218","URBANA","C1",666,665,"indefinidos","4. TIJUANA URBANA indefinidos"
"4376","4. TIJUANA","02_1218","URBANA","C2",665,665,"indefinidos","4. TIJUANA URBANA indefinidos"
"4377","4. TIJUANA","02_1218","URBANA","C3",665,664,"indefinidos","4. TIJUANA URBANA indefinidos"
"4378","4. TIJUANA","02_1219","URBANA","B1",731,731,"morenistas","4. TIJUANA URBANA morenistas"
"4379","4. TIJUANA","02_1219","URBANA","C1",731,730,"morenistas","4. TIJUANA URBANA morenistas"
"4380","4. TIJUANA","02_1219","URBANA","C2",731,730,"morenistas","4. TIJUANA URBANA morenistas"
"4381","4. TIJUANA","02_1220","URBANA","B1",635,634,"morenistas","4. TIJUANA URBANA morenistas"
"4382","4. TIJUANA","02_1220","URBANA","C1",634,633,"morenistas","4. TIJUANA URBANA morenistas"
"4383","4. TIJUANA","02_1220","URBANA","C2",634,633,"morenistas","4. TIJUANA URBANA morenistas"
"4384","4. TIJUANA","02_1221","URBANA","B1",725,724,"morenistas","4. TIJUANA URBANA morenistas"
"4385","4. TIJUANA","02_1221","URBANA","C1",725,724,"morenistas","4. TIJUANA URBANA morenistas"
"4386","4. TIJUANA","02_1221","URBANA","C2",725,724,"morenistas","4. TIJUANA URBANA morenistas"
"4387","4. TIJUANA","02_1227","URBANA","B1",570,570,"morenistas","4. TIJUANA URBANA morenistas"
"4388","4. TIJUANA","02_1227","URBANA","C1",570,570,"morenistas","4. TIJUANA URBANA morenistas"
"4389","4. TIJUANA","02_1228","URBANA","B1",501,501,"morenistas","4. TIJUANA URBANA morenistas"
"4390","4. TIJUANA","02_1228","URBANA","C1",501,501,"morenistas","4. TIJUANA URBANA morenistas"
"4391","4. TIJUANA","02_1228","URBANA","C2",501,500,"morenistas","4. TIJUANA URBANA morenistas"
"4392","4. TIJUANA","02_1229","URBANA","B1",547,547,"morenistas","4. TIJUANA URBANA morenistas"
"4393","4. TIJUANA","02_1229","URBANA","C1",547,546,"morenistas","4. TIJUANA URBANA morenistas"
"4394","4. TIJUANA","02_1229","URBANA","C2",547,546,"morenistas","4. TIJUANA URBANA morenistas"
"4395","4. TIJUANA","02_1231","URBANA","B1",720,720,"indefinidos","4. TIJUANA URBANA indefinidos"
"4396","4. TIJUANA","02_1231","URBANA","C1",720,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4397","4. TIJUANA","02_1231","URBANA","C2",720,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4398","4. TIJUANA","02_1231","URBANA","C3",720,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4399","4. TIJUANA","02_1231","URBANA","C4",720,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4400","4. TIJUANA","02_1231","URBANA","C5",719,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4401","4. TIJUANA","02_1231","URBANA","C6",719,719,"indefinidos","4. TIJUANA URBANA indefinidos"
"4402","4. TIJUANA","02_1231","URBANA","E1",713,713,"indefinidos","4. TIJUANA URBANA indefinidos"
"4403","4. TIJUANA","02_1231","URBANA","E1C1",713,713,"indefinidos","4. TIJUANA URBANA indefinidos"
"4404","4. TIJUANA","02_1231","URBANA","E1C2",712,712,"indefinidos","4. TIJUANA URBANA indefinidos"
"4405","4. TIJUANA","02_1231","URBANA","E1C3",712,712,"indefinidos","4. TIJUANA URBANA indefinidos"
"4406","4. TIJUANA","02_1231","URBANA","E1C4",712,712,"indefinidos","4. TIJUANA URBANA indefinidos"
"4407","4. TIJUANA","02_1231","URBANA","E2",628,628,"indefinidos","4. TIJUANA URBANA indefinidos"
"4408","4. TIJUANA","02_1231","URBANA","E2C1",628,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"4409","4. TIJUANA","02_1231","URBANA","E2C2",627,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"4410","4. TIJUANA","02_1231","URBANA","E2C3",627,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"4411","4. TIJUANA","02_1231","URBANA","E2C4",627,627,"indefinidos","4. TIJUANA URBANA indefinidos"
"4412","4. TIJUANA","02_1232","URBANA","B1",583,583,"indefinidos","4. TIJUANA URBANA indefinidos"
"4413","4. TIJUANA","02_1232","URBANA","C1",583,582,"indefinidos","4. TIJUANA URBANA indefinidos"
"4414","4. TIJUANA","02_1233","URBANA","B1",607,606,"indefinidos","4. TIJUANA URBANA indefinidos"
"4415","4. TIJUANA","02_1233","URBANA","C1",606,605,"indefinidos","4. TIJUANA URBANA indefinidos"
"4416","4. TIJUANA","02_1234","URBANA","B1",705,704,"indefinidos","4. TIJUANA URBANA indefinidos"
"4417","4. TIJUANA","02_1234","URBANA","C1",705,704,"indefinidos","4. TIJUANA URBANA indefinidos"
"4418","4. TIJUANA","02_1234","URBANA","C2",704,704,"indefinidos","4. TIJUANA URBANA indefinidos"
"4419","4. TIJUANA","02_1234","URBANA","C3",704,704,"indefinidos","4. TIJUANA URBANA indefinidos"
"4420","4. TIJUANA","02_1234","URBANA","C4",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"4421","4. TIJUANA","02_1234","URBANA","C5",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"4422","4. TIJUANA","02_1234","URBANA","C6",704,703,"indefinidos","4. TIJUANA URBANA indefinidos"
"4423","4. TIJUANA","02_1235","URBANA","B1",668,667,"indefinidos","4. TIJUANA URBANA indefinidos"
"4424","4. TIJUANA","02_1235","URBANA","C1",668,666,"indefinidos","4. TIJUANA URBANA indefinidos"
"4425","4. TIJUANA","02_1237","URBANA","B1",672,671,"morenistas","4. TIJUANA URBANA morenistas"
"4426","4. TIJUANA","02_1237","URBANA","C1",671,671,"morenistas","4. TIJUANA URBANA morenistas"
"4427","4. TIJUANA","02_1237","URBANA","C2",671,671,"morenistas","4. TIJUANA URBANA morenistas"
"4428","4. TIJUANA","02_1237","URBANA","C3",671,670,"morenistas","4. TIJUANA URBANA morenistas"
"4429","4. TIJUANA","02_1237","URBANA","C4",671,670,"morenistas","4. TIJUANA URBANA morenistas"
"4430","4. TIJUANA","02_1238","URBANA","B1",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4431","4. TIJUANA","02_1238","URBANA","C1",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4432","4. TIJUANA","02_1238","URBANA","C2",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4433","4. TIJUANA","02_1238","URBANA","C3",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4434","4. TIJUANA","02_1238","URBANA","C4",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4435","4. TIJUANA","02_1238","URBANA","C5",709,709,"morenistas","4. TIJUANA URBANA morenistas"
"4436","4. TIJUANA","02_1239","URBANA","B1",732,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"4437","4. TIJUANA","02_1239","URBANA","C1",732,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"4438","4. TIJUANA","02_1239","URBANA","C2",732,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"4439","4. TIJUANA","02_1239","URBANA","C3",731,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"4440","4. TIJUANA","02_1239","URBANA","C4",731,730,"indefinidos","4. TIJUANA URBANA indefinidos"
"4441","4. TIJUANA","02_1239","URBANA","C5",731,729,"indefinidos","4. TIJUANA URBANA indefinidos"
"4442","4. TIJUANA","02_1240","URBANA","B1",562,561,"morenistas","4. TIJUANA URBANA morenistas"
"4443","4. TIJUANA","02_1240","URBANA","C1",562,561,"morenistas","4. TIJUANA URBANA morenistas"
